Timestamp,Date,Meeting_ID,Gender,Happy,Sad,Angry,Disgusted,Fear,Surprised,Neutral
10:01:40 AM,3-Apr-21,23132131,0,0.183622,0.040425,0.108329,0.095696,0.189531,0.1909,0.191498
10:01:41 AM,3-Apr-21,23132131,1,0.232128,0.01106,0.133976,0.247768,0.028308,0.228161,0.118598
10:01:42 AM,3-Apr-21,23132131,1,0.220649,0.289589,0.097799,0.054365,0.080567,0.042083,0.214948
10:01:43 AM,3-Apr-21,23132131,1,0.112605,0.304065,0.093766,0.262999,0.040392,0.100895,0.085278
10:01:44 AM,3-Apr-21,23132131,0,0.013517,0.300984,0.027353,0.012423,0.27479,0.060333,0.3106
10:01:45 AM,3-Apr-21,23132131,1,0.117797,0.291396,0.083784,0.043352,0.188533,0.081026,0.194113
10:01:46 AM,3-Apr-21,23132131,1,0.182243,0.314927,0.008816,0.279166,0.069352,0.033921,0.111575
10:01:47 AM,3-Apr-21,23132131,0,0.013024,0.206991,0.165963,0.18541,0.139001,0.064858,0.224753
10:01:48 AM,3-Apr-21,23132131,0,0.130455,0.211921,0.182649,0.039083,0.144767,0.209309,0.081816
10:01:49 AM,3-Apr-21,23132131,0,0.18804,0.205454,0.175952,0.053827,0.175715,0.200931,8.12E-05
10:01:50 AM,3-Apr-21,23132131,0,0.116682,0.00489,0.227129,0.190677,0.239032,0.130116,0.091475
10:01:51 AM,3-Apr-21,23132131,1,0.230039,0.006887,0.211989,0.189078,0.038702,0.056597,0.266707
10:01:52 AM,3-Apr-21,23132131,1,0.045454,0.053512,0.255138,0.143436,0.286859,0.113784,0.101818
10:01:53 AM,3-Apr-21,23132131,1,0.104217,0.118112,0.039969,0.130224,0.232917,0.195195,0.179368
10:01:54 AM,3-Apr-21,23132131,1,0.155849,0.169308,0.039952,0.081768,0.101761,0.170745,0.280616
10:01:55 AM,3-Apr-21,23132131,1,0.131206,0.318488,0.081793,0.22268,0.153753,0.078721,0.01336
10:01:56 AM,3-Apr-21,23132131,0,0.177113,0.173835,0.09867,0.008867,0.203384,0.157196,0.180935
10:01:57 AM,3-Apr-21,23132131,1,0.210691,0.143459,0.104634,0.176977,0.174641,0.123392,0.066207
10:01:58 AM,3-Apr-21,23132131,0,0.138729,0.237954,0.107292,0.102846,0.168058,0.188894,0.056227
10:01:59 AM,3-Apr-21,23132131,1,0.136712,0.073239,0.059175,0.228627,0.19317,0.146956,0.162122
10:02:00 AM,3-Apr-21,23132131,1,0.018995,0.127099,0.250381,0.162836,0.177083,0.112157,0.151449
10:02:01 AM,3-Apr-21,23132131,1,0.031625,0.010379,0.041463,0.076341,0.381819,0.010255,0.448119
10:02:02 AM,3-Apr-21,23132131,1,0.153912,0.10956,0.037072,0.106596,0.273219,0.265454,0.054187
10:02:03 AM,3-Apr-21,23132131,0,0.152369,0.092843,0.007385,0.268889,0.231547,0.06383,0.183137
10:02:04 AM,3-Apr-21,23132131,1,0.0836,0.134268,0.188987,0.126361,0.267601,0.166871,0.032311
10:02:05 AM,3-Apr-21,23132131,1,0.117994,0.219151,0.215927,0.247084,0.092396,0.049055,0.058393
10:02:06 AM,3-Apr-21,23132131,0,0.063844,0.1265,0.218423,0.059191,0.170236,0.180559,0.181247
10:02:07 AM,3-Apr-21,23132131,1,0.132548,0.198717,0.138513,0.035251,0.246619,0.018039,0.230313
10:02:08 AM,3-Apr-21,23132131,1,0.011284,0.298075,0.09733,0.269274,0.123406,0.071692,0.128938
10:02:09 AM,3-Apr-21,23132131,0,0.080845,0.177209,0.137576,0.196792,0.169819,0.081765,0.155994
10:02:10 AM,3-Apr-21,23132131,1,0.139125,0.141764,0.116858,0.161457,0.187691,0.101127,0.151978
10:02:11 AM,3-Apr-21,23132131,1,0.089254,0.092107,0.26893,0.019196,0.243372,0.06452,0.222621
10:02:12 AM,3-Apr-21,23132131,1,0.151533,0.180209,0.250183,0.049766,0.060077,0.287289,0.020944
10:02:13 AM,3-Apr-21,23132131,0,0.129494,0.15572,0.182415,0.207986,0.08234,0.11638,0.125666
10:02:14 AM,3-Apr-21,23132131,0,0.113384,0.003166,0.269089,0.15684,0.150097,0.202486,0.104938
10:02:15 AM,3-Apr-21,23132131,0,0.230385,0.158736,0.077831,0.107005,0.146997,0.109219,0.169826
10:02:16 AM,3-Apr-21,23132131,0,0.240223,0.143468,0.23752,0.209449,0.043961,0.035628,0.089752
10:02:17 AM,3-Apr-21,23132131,0,0.277172,0.286245,0.017534,0.150321,0.159429,0.056481,0.052818
10:02:18 AM,3-Apr-21,23132131,0,0.037468,0.083599,0.018185,0.371059,0.148668,0.282519,0.058502
10:02:19 AM,3-Apr-21,23132131,1,0.178348,0.02674,0.112931,0.218194,0.078254,0.261142,0.124392
10:02:20 AM,3-Apr-21,23132131,0,0.194565,0.104115,0.132037,0.183959,0.187738,0.144332,0.053255
10:02:21 AM,3-Apr-21,23132131,0,0.061876,0.024343,0.176272,0.213697,0.134731,0.212735,0.176346
10:02:22 AM,3-Apr-21,23132131,0,0.079417,0.124522,0.287739,0.052807,0.107919,0.214778,0.132818
10:02:23 AM,3-Apr-21,23132131,1,0.154477,0.225565,0.221387,0.08842,0.174613,0.046858,0.08868
10:02:24 AM,3-Apr-21,23132131,0,0.182445,0.051706,0.224419,0.26697,0.080466,0.040815,0.153179
10:02:25 AM,3-Apr-21,23132131,1,0.14352,0.079671,0.179436,0.154314,0.055358,0.166416,0.221286
10:02:26 AM,3-Apr-21,23132131,0,0.174929,0.064922,0.160186,0.179599,0.181864,0.147784,0.090716
10:02:27 AM,3-Apr-21,23132131,0,0.05282,0.016253,0.165328,0.291592,0.179249,0.122321,0.172437
10:02:28 AM,3-Apr-21,23132131,1,0.03196,0.015305,0.335762,0.305688,0.070893,0.091223,0.149169
10:02:29 AM,3-Apr-21,23132131,0,0.179765,0.123809,0.214902,0.101172,0.055595,0.088254,0.236504
10:02:30 AM,3-Apr-21,23132131,1,0.030429,0.262758,0.177727,0.071446,0.020159,0.067945,0.369535
10:02:31 AM,3-Apr-21,23132131,1,0.056403,0.231729,0.135429,0.152622,0.106278,0.223222,0.094317
10:02:32 AM,3-Apr-21,23132131,1,0.243037,0.118268,0.216482,0.071348,0.117049,0.216998,0.016817
10:02:33 AM,3-Apr-21,23132131,0,0.026284,0.134725,0.203156,0.238725,0.071636,0.198239,0.127235
10:02:34 AM,3-Apr-21,23132131,1,0.077533,0.019693,0.002888,0.182607,0.203867,0.299719,0.213692
10:02:35 AM,3-Apr-21,23132131,1,0.184,0.231553,0.044335,0.20631,0.114575,0.183271,0.035956
10:02:36 AM,3-Apr-21,23132131,0,0.05676,0.177934,0.019211,0.219717,0.205933,0.223671,0.096774
10:02:37 AM,3-Apr-21,23132131,0,0.231758,0.16508,0.086893,0.216742,0.072737,0.101867,0.124923
10:02:38 AM,3-Apr-21,23132131,1,0.050566,0.022873,0.309876,0.103171,0.200416,0.050739,0.262359
10:02:39 AM,3-Apr-21,23132131,1,0.150974,0.203748,0.071767,0.238313,0.182953,0.131733,0.020511
10:02:40 AM,3-Apr-21,23132131,0,0.166919,0.078708,0.119048,0.180495,0.092008,0.219557,0.143265
10:02:41 AM,3-Apr-21,23132131,0,0.163437,0.112361,0.180735,0.198667,0.039646,0.178141,0.127014
10:02:42 AM,3-Apr-21,23132131,1,0.193417,0.094366,0.08373,0.131961,0.158489,0.179395,0.158643
10:02:43 AM,3-Apr-21,23132131,0,0.220717,0.228356,0.150748,0.019404,0.145026,0.213847,0.021901
10:02:44 AM,3-Apr-21,23132131,1,0.133501,0.217702,0.203541,0.158378,0.002903,0.212033,0.071942
10:02:45 AM,3-Apr-21,23132131,0,0.090186,0.084401,0.260713,0.123897,0.248361,0.137872,0.05457
10:02:46 AM,3-Apr-21,23132131,1,0.377242,0.035146,0.234727,0.300288,0.013681,0.013834,0.025083
10:02:47 AM,3-Apr-21,23132131,1,0.019682,0.232865,0.138016,0.16779,0.076299,0.162094,0.203254
10:02:48 AM,3-Apr-21,23132131,0,0.205615,0.047123,0.101037,0.0454,0.252377,0.175498,0.17295
10:02:49 AM,3-Apr-21,23132131,0,0.192086,0.087456,0.22698,0.157973,0.09772,0.046433,0.191353
10:02:50 AM,3-Apr-21,23132131,0,0.172083,0.18968,0.14935,0.144507,0.124567,0.143418,0.076395
10:02:51 AM,3-Apr-21,23132131,0,0.15364,0.103514,0.213172,0.167133,0.168435,0.147535,0.046572
10:02:52 AM,3-Apr-21,23132131,0,0.193314,0.059916,0.106416,0.101967,0.182113,0.214525,0.14175
10:02:53 AM,3-Apr-21,23132131,1,0.126718,0.200981,0.045167,0.129257,0.131334,0.136588,0.229956
10:02:54 AM,3-Apr-21,23132131,1,0.236303,0.151195,0.034767,0.201266,0.029583,0.315264,0.031622
10:02:55 AM,3-Apr-21,23132131,1,0.221011,0.177833,0.075759,0.214543,0.184417,0.103332,0.023104
10:02:56 AM,3-Apr-21,23132131,0,0.129651,0.045739,0.236695,0.250198,0.038053,0.102695,0.196969
10:02:57 AM,3-Apr-21,23132131,0,0.020056,0.253775,0.064433,0.22335,0.101498,0.254893,0.081996
10:02:58 AM,3-Apr-21,23132131,0,0.074136,0.153766,0.119098,0.114172,0.282122,0.152463,0.104243
10:02:59 AM,3-Apr-21,23132131,0,0.175578,0.012631,0.125936,0.190752,0.145687,0.266633,0.082783
10:03:00 AM,3-Apr-21,23132131,0,0.03879,0.101929,0.020197,0.235054,0.199452,0.148221,0.256356
10:03:01 AM,3-Apr-21,23132131,1,0.201916,0.081764,0.110293,0.129712,0.062822,0.210336,0.203157
10:03:02 AM,3-Apr-21,23132131,0,0.072452,0.023938,0.109539,0.237918,0.122794,0.223405,0.209954
10:03:03 AM,3-Apr-21,23132131,0,0.002649,0.092689,0.247604,0.356664,0.16644,0.032969,0.100985
10:03:04 AM,3-Apr-21,23132131,0,0.082158,0.188424,0.163047,0.129546,0.044996,0.149942,0.241886
10:03:05 AM,3-Apr-21,23132131,1,0.262578,0.092827,0.141254,0.041563,0.227218,0.028046,0.206513
10:03:06 AM,3-Apr-21,23132131,0,0.172432,0.131217,0.090114,0.195473,0.062137,0.227327,0.1213
10:03:07 AM,3-Apr-21,23132131,0,0.032027,0.205381,0.211136,0.201736,0.040624,0.106054,0.203042
10:03:08 AM,3-Apr-21,23132131,1,0.133403,0.223379,0.222143,0.018002,0.201165,0.034716,0.167192
10:03:09 AM,3-Apr-21,23132131,0,0.169617,0.205088,0.056203,0.037643,0.148178,0.194731,0.18854
10:03:10 AM,3-Apr-21,23132131,0,0.124141,0.101884,0.18789,0.054198,0.183598,0.170692,0.177596
10:03:11 AM,3-Apr-21,23132131,1,0.092186,0.175625,0.041099,0.191987,0.135536,0.210685,0.152882
10:03:12 AM,3-Apr-21,23132131,1,0.089021,0.192592,0.263774,0.081292,0.106926,0.204632,0.061763
10:03:13 AM,3-Apr-21,23132131,0,0.143774,0.129714,0.155264,0.108525,0.111326,0.142971,0.208426
10:03:14 AM,3-Apr-21,23132131,0,0.290592,0.18011,0.147786,0.039234,0.109953,0.134977,0.097348
10:03:15 AM,3-Apr-21,23132131,1,0.214854,0.160436,0.125147,0.060967,0.030744,0.116638,0.291215
10:03:16 AM,3-Apr-21,23132131,0,0.389013,0.014052,0.008169,0.115717,0.298852,0.143386,0.03081
10:03:17 AM,3-Apr-21,23132131,1,0.045642,0.202189,0.25424,0.178108,0.020789,0.021857,0.277175
10:03:18 AM,3-Apr-21,23132131,1,0.038089,0.270306,0.28734,0.043103,0.152387,0.031015,0.177761
10:03:19 AM,3-Apr-21,23132131,0,0.146361,0.2485,0.13873,0.185109,0.039709,0.167615,0.073976
10:03:20 AM,3-Apr-21,23132131,0,0.270728,0.314306,0.153886,0.076196,0.045238,0.057357,0.082289
10:03:21 AM,3-Apr-21,23132131,0,0.092004,0.236573,0.150609,0.17525,0.242403,0.040568,0.062593
10:03:22 AM,3-Apr-21,23132131,0,0.215846,0.076441,0.092406,0.015678,0.191039,0.211492,0.197097
10:03:23 AM,3-Apr-21,23132131,0,0.089599,0.229774,0.233099,0.217227,0.074231,0.047258,0.108811
10:03:24 AM,3-Apr-21,23132131,0,0.128541,0.192967,0.206603,0.027008,0.170765,0.091377,0.182738
10:03:25 AM,3-Apr-21,23132131,0,0.070508,0.082541,0.013825,0.25437,0.250524,0.082212,0.24602
10:03:26 AM,3-Apr-21,23132131,1,0.211078,0.011108,0.229844,0.214178,0.132391,0.125425,0.075976
10:03:27 AM,3-Apr-21,23132131,1,0.225685,0.163481,0.080157,0.227528,0.210036,0.031215,0.061898
10:03:28 AM,3-Apr-21,23132131,1,0.182876,0.136388,0.053917,0.007052,0.540317,0.06491,0.014541
10:03:29 AM,3-Apr-21,23132131,1,0.040974,0.262641,0.232148,0.086783,0.095626,0.243069,0.03876
10:03:30 AM,3-Apr-21,23132131,1,0.124946,0.037161,0.168895,0.147914,0.12094,0.199939,0.200206
10:03:31 AM,3-Apr-21,23132131,0,0.018469,0.102365,0.270772,0.102457,0.139167,0.182962,0.183809
10:03:32 AM,3-Apr-21,23132131,0,0.158276,0.254443,0.136548,0.057831,0.050499,0.106866,0.235538
10:03:33 AM,3-Apr-21,23132131,0,0.211948,0.323206,0.05127,0.038195,0.126083,0.17941,0.069887
10:03:34 AM,3-Apr-21,23132131,0,0.217583,0.12572,0.174139,0.081282,0.023264,0.108938,0.269074
10:03:35 AM,3-Apr-21,23132131,1,0.056745,0.110304,0.340267,0.14712,0.052092,0.06026,0.233213
10:03:36 AM,3-Apr-21,23132131,1,0.165539,0.047338,0.221391,0.255867,0.060089,0.148845,0.100932
10:03:37 AM,3-Apr-21,23132131,1,0.155513,0.09614,0.084409,0.179761,0.217745,0.123798,0.142633
10:03:38 AM,3-Apr-21,23132131,1,0.245292,0.017776,0.08766,0.05684,0.181494,0.107893,0.303047
10:03:39 AM,3-Apr-21,23132131,0,0.061488,0.018548,0.313447,0.113611,0.041866,0.118333,0.332707
10:03:40 AM,3-Apr-21,23132131,1,0.2699,0.294966,0.093223,0.060823,0.043016,0.124214,0.113858
10:03:41 AM,3-Apr-21,23132131,0,0.037614,0.22969,0.035071,0.202234,0.209169,0.197842,0.08838
10:03:42 AM,3-Apr-21,23132131,0,0.158414,0.06338,0.231132,0.131025,0.132644,0.157579,0.125826
10:03:43 AM,3-Apr-21,23132131,1,0.247981,0.052383,0.146285,0.029973,0.086034,0.265747,0.171597
10:03:44 AM,3-Apr-21,23132131,0,0.155728,0.0267,0.315973,0.067265,0.322565,0.012467,0.099302
10:03:45 AM,3-Apr-21,23132131,0,0.101633,0.047817,0.234344,0.196184,0.306403,0.081488,0.032131
10:03:46 AM,3-Apr-21,23132131,0,0.209275,0.171966,0.191494,0.131663,0.150466,0.043576,0.101559
10:03:47 AM,3-Apr-21,23132131,1,0.316239,0.10652,0.14602,0.098122,0.12168,0.044635,0.166784
10:03:48 AM,3-Apr-21,23132131,1,0.109355,0.257243,0.134742,0.055791,0.10387,0.310573,0.028426
11:00:00 AM,4-Apr-21,98748028,1,0.037183,0.229308,0.075396,0.165305,0.221738,0.026052,0.245018
11:00:01 AM,4-Apr-21,98748028,0,0.256798,0.176403,0.180978,0.078288,0.046691,0.05989,0.200952
11:00:02 AM,4-Apr-21,98748028,1,0.261285,0.069734,0.178408,0.105524,0.132535,0.055073,0.197441
11:00:03 AM,4-Apr-21,98748028,0,0.114365,0.224821,0.028395,0.203225,0.105609,0.209515,0.11407
11:00:04 AM,4-Apr-21,98748028,1,0.201317,0.210346,0.123708,0.167435,0.047003,0.18678,0.063411
11:00:05 AM,4-Apr-21,98748028,1,0.230042,0.08901,0.083663,0.037006,0.080683,0.127543,0.352054
11:00:06 AM,4-Apr-21,98748028,0,0.006025,0.168256,0.056515,0.154869,0.180654,0.178781,0.2549
11:00:07 AM,4-Apr-21,98748028,1,0.08833,0.265209,0.076612,0.047331,0.173156,0.200242,0.14912
11:00:08 AM,4-Apr-21,98748028,0,0.208054,0.088081,0.011657,0.256823,0.117181,0.230883,0.087321
11:00:09 AM,4-Apr-21,98748028,0,0.132556,0.151434,0.196916,0.228659,0.187952,0.074831,0.027651
